id,platform,text,timestamp
762,Instagram,Di bus never show up again 😩,2025-10-17 23:19:00
763,X,"Water shortage again, people a suffer.",2025-10-16 18:08:00
764,X,Gas prices are killing me today 😤,2025-10-16 11:09:00
765,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 22:48:00
766,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 05:48:00
767,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-17 01:00:00
768,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 15:53:00
769,YouTube,Government needs to do more for the people 😠,2025-10-15 20:07:00
770,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-16 03:27:00
771,X,Can’t believe another shooting happened last night 😡,2025-10-15 02:29:00
772,YouTube,Di bus never show up again 😩,2025-10-17 05:35:00
773,X,"New album just dropped, it's fire 🔥",2025-10-16 09:24:00
774,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-15 23:14:00
775,X,Government needs to do more for the people 😠,2025-10-16 08:04:00
776,Instagram,"That movie was epic, totally worth it 🎬",2025-10-17 12:07:00
777,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-16 05:06:00
778,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 17:58:00
779,Instagram,"Water shortage again, people a suffer.",2025-10-16 07:00:00
780,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 12:11:00
781,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 09:33:00
782,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-16 02:25:00
783,Instagram,Can’t believe another shooting happened last night 😡,2025-10-15 00:11:00
784,X,Mi proud a di new youth program 🇯🇲,2025-10-15 17:49:00
785,YouTube,"That movie was epic, totally worth it 🎬",2025-10-18 00:07:00
786,X,Our team won the championship! 🏆,2025-10-17 10:09:00
787,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-15 16:54:00
788,X,Di bus never show up again 😩,2025-10-17 05:34:00
789,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 14:46:00
790,YouTube,Can’t believe another shooting happened last night 😡,2025-10-15 22:25:00
791,X,Can’t believe another shooting happened last night 😡,2025-10-17 23:15:00
792,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 09:41:00
793,Instagram,Di bus never show up again 😩,2025-10-16 04:38:00
794,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-15 18:45:00
795,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 16:14:00
796,YouTube,Di bus never show up again 😩,2025-10-17 20:04:00
797,Instagram,Did you see that crazy goal last night? ⚽,2025-10-17 12:04:00
798,X,Di bus never show up again 😩,2025-10-15 06:10:00
799,Instagram,Government needs to do more for the people 😠,2025-10-17 20:13:00
800,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-17 17:34:00
801,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-16 11:54:00
802,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 22:05:00
803,Instagram,Our team won the championship! 🏆,2025-10-16 07:53:00
804,X,"That movie was epic, totally worth it 🎬",2025-10-15 22:03:00
805,YouTube,Gas prices are killing me today 😤,2025-10-17 03:01:00
806,Instagram,Did you see that crazy goal last night? ⚽,2025-10-15 17:46:00
807,Instagram,Our team won the championship! 🏆,2025-10-17 01:36:00
808,X,Mi proud a di new youth program 🇯🇲,2025-10-16 16:13:00
809,Instagram,"Water shortage again, people a suffer.",2025-10-16 10:41:00
810,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 11:26:00
811,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 13:55:00
812,X,Gas prices are killing me today 😤,2025-10-17 05:08:00
813,Instagram,Hope the new law improves public services 📜,2025-10-17 13:24:00
814,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-16 15:47:00
815,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 00:34:00
816,Instagram,Cost of living is ridiculous these days 😓,2025-10-16 09:03:00
817,Instagram,"Water shortage again, people a suffer.",2025-10-16 09:31:00
818,X,Can’t believe another shooting happened last night 😡,2025-10-16 18:59:00
819,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 19:02:00
820,X,Mi proud a di new youth program 🇯🇲,2025-10-15 04:09:00
821,Instagram,Can’t believe another shooting happened last night 😡,2025-10-15 07:37:00
822,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 18:49:00
823,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-15 08:34:00
824,YouTube,"That movie was epic, totally worth it 🎬",2025-10-16 11:07:00
825,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 12:59:00
826,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 19:11:00
827,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 23:58:00
828,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-16 18:12:00
829,X,"Di road dem a bad shape, we need fix it.",2025-10-16 09:52:00
830,X,"That movie was epic, totally worth it 🎬",2025-10-15 06:54:00
831,YouTube,PM's speech today was inspiring! 🙌,2025-10-16 08:02:00
832,Instagram,Our team won the championship! 🏆,2025-10-17 01:37:00
833,Instagram,"Water shortage again, people a suffer.",2025-10-15 12:29:00
834,X,"Water shortage again, people a suffer.",2025-10-16 14:46:00
835,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-15 07:17:00
836,X,"Taxes keep going up, when will it stop? 💸",2025-10-17 01:35:00
837,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 22:20:00
838,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 14:36:00
839,X,Mi proud a di new youth program 🇯🇲,2025-10-15 11:22:00
840,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-15 23:51:00
841,X,The Prime Minister announced new policies today 🇯🇲,2025-10-15 11:42:00
842,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 13:38:00
843,YouTube,Cost of living is ridiculous these days 😓,2025-10-16 18:02:00
844,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 10:42:00
845,X,The Prime Minister announced new policies today 🇯🇲,2025-10-16 19:41:00
846,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-15 10:13:00
847,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-16 11:36:00
848,YouTube,Can’t believe another shooting happened last night 😡,2025-10-15 01:39:00
849,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-17 03:01:00
850,Instagram,Government needs to do more for the people 😠,2025-10-17 16:12:00
851,X,"Di road dem a bad shape, we need fix it.",2025-10-16 20:47:00
852,YouTube,Did you see that crazy goal last night? ⚽,2025-10-16 00:05:00
853,Instagram,Did you see that crazy goal last night? ⚽,2025-10-16 14:32:00
854,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 12:27:00
855,Instagram,"New album just dropped, it's fire 🔥",2025-10-15 01:09:00
856,X,Gas prices are killing me today 😤,2025-10-16 05:29:00
857,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-16 09:25:00
858,YouTube,Gas prices are killing me today 😤,2025-10-15 14:33:00
859,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 13:39:00
860,YouTube,"That movie was epic, totally worth it 🎬",2025-10-16 20:55:00
861,YouTube,Did you see that crazy goal last night? ⚽,2025-10-15 02:38:00
862,X,Gas prices are killing me today 😤,2025-10-15 22:24:00
863,YouTube,"That movie was epic, totally worth it 🎬",2025-10-17 05:56:00
864,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 07:50:00
865,X,"Water shortage again, people a suffer.",2025-10-17 18:53:00
866,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 18:00:00
867,YouTube,Our team won the championship! 🏆,2025-10-17 12:02:00
868,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 03:44:00
869,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 10:24:00
870,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 09:09:00
871,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-17 20:59:00
872,X,The Prime Minister announced new policies today 🇯🇲,2025-10-15 02:52:00
873,Instagram,Did you see that crazy goal last night? ⚽,2025-10-16 00:11:00
874,Instagram,"New album just dropped, it's fire 🔥",2025-10-15 07:44:00
875,X,Did you see that crazy goal last night? ⚽,2025-10-16 16:04:00
876,YouTube,"New album just dropped, it's fire 🔥",2025-10-16 13:23:00
877,YouTube,Cost of living is ridiculous these days 😓,2025-10-16 19:56:00
878,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-15 02:17:00
879,X,"Water shortage again, people a suffer.",2025-10-15 15:01:00
880,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 16:08:00
881,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-17 02:37:00
882,YouTube,PM's speech today was inspiring! 🙌,2025-10-15 23:25:00
883,X,"Taxes keep going up, when will it stop? 💸",2025-10-17 15:26:00
884,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 09:37:00
885,X,"That movie was epic, totally worth it 🎬",2025-10-16 18:28:00
886,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 12:46:00
887,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 11:14:00
888,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-16 07:48:00
889,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-17 16:35:00
890,YouTube,Government needs to do more for the people 😠,2025-10-17 12:34:00
891,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 06:59:00
892,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-15 01:54:00
893,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 15:38:00
894,Instagram,Government needs to do more for the people 😠,2025-10-15 19:17:00
895,X,Can’t believe another shooting happened last night 😡,2025-10-16 01:36:00
896,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 20:50:00
897,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 08:45:00
898,YouTube,"New album just dropped, it's fire 🔥",2025-10-16 10:22:00
899,Instagram,Gas prices are killing me today 😤,2025-10-17 10:19:00
900,YouTube,"Water shortage again, people a suffer.",2025-10-15 18:14:00
901,X,PM's speech today was inspiring! 🙌,2025-10-15 18:31:00
902,Instagram,PM's speech today was inspiring! 🙌,2025-10-17 06:18:00
903,YouTube,"Water shortage again, people a suffer.",2025-10-16 23:16:00
904,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-15 14:35:00
905,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-17 16:55:00
906,Instagram,"That movie was epic, totally worth it 🎬",2025-10-16 10:35:00
907,YouTube,PM's speech today was inspiring! 🙌,2025-10-17 12:41:00
908,X,The Prime Minister announced new policies today 🇯🇲,2025-10-16 21:02:00
909,Instagram,Cost of living is ridiculous these days 😓,2025-10-17 13:48:00
910,YouTube,PM's speech today was inspiring! 🙌,2025-10-15 10:32:00
911,Instagram,Government needs to do more for the people 😠,2025-10-17 03:31:00
912,X,"Di road dem a bad shape, we need fix it.",2025-10-16 03:02:00
913,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 17:48:00
914,X,"Taxes keep going up, when will it stop? 💸",2025-10-15 17:48:00
915,Instagram,Hope the new law improves public services 📜,2025-10-15 00:39:00
916,X,Cost of living is ridiculous these days 😓,2025-10-17 17:40:00
917,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 11:51:00
918,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 19:04:00
919,YouTube,Gas prices are killing me today 😤,2025-10-15 05:04:00
920,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 19:18:00
921,Instagram,PM's speech today was inspiring! 🙌,2025-10-17 07:26:00
922,X,"Di road dem a bad shape, we need fix it.",2025-10-16 15:02:00
923,YouTube,"Water shortage again, people a suffer.",2025-10-16 00:05:00
924,YouTube,PM's speech today was inspiring! 🙌,2025-10-17 04:43:00
925,X,Cost of living is ridiculous these days 😓,2025-10-15 14:11:00
926,X,Did you see that crazy goal last night? ⚽,2025-10-17 18:30:00
927,Instagram,Can’t believe another shooting happened last night 😡,2025-10-17 02:47:00
928,Instagram,Can’t believe another shooting happened last night 😡,2025-10-16 10:57:00
929,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 23:31:00
930,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-15 07:43:00
931,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-15 16:55:00
932,YouTube,Gas prices are killing me today 😤,2025-10-17 14:23:00
933,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-16 00:51:00
934,YouTube,Did you see that crazy goal last night? ⚽,2025-10-17 15:38:00
935,X,The Prime Minister announced new policies today 🇯🇲,2025-10-16 03:34:00
936,X,"That movie was epic, totally worth it 🎬",2025-10-15 16:23:00
937,Instagram,Government needs to do more for the people 😠,2025-10-16 13:47:00
938,X,"That movie was epic, totally worth it 🎬",2025-10-17 11:32:00
939,X,"That movie was epic, totally worth it 🎬",2025-10-17 17:15:00
940,X,Hope the new law improves public services 📜,2025-10-16 03:51:00
941,X,"Water shortage again, people a suffer.",2025-10-16 00:08:00
942,X,PM's speech today was inspiring! 🙌,2025-10-17 15:25:00
943,Instagram,Di bus never show up again 😩,2025-10-16 01:58:00
944,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-17 06:03:00
945,Instagram,Hope the new law improves public services 📜,2025-10-15 07:58:00
946,Instagram,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 19:31:00
947,X,Mi proud a di new youth program 🇯🇲,2025-10-15 14:19:00
948,Instagram,Government needs to do more for the people 😠,2025-10-15 07:41:00
949,Instagram,Can’t believe another shooting happened last night 😡,2025-10-15 12:34:00
950,Instagram,Government needs to do more for the people 😠,2025-10-15 20:02:00
951,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 13:48:00
952,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 00:44:00
953,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-16 01:39:00
954,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 21:46:00
955,YouTube,"That movie was epic, totally worth it 🎬",2025-10-17 13:08:00
956,Instagram,Hope the new law improves public services 📜,2025-10-16 15:06:00
957,Instagram,Hope the new law improves public services 📜,2025-10-16 09:31:00
958,X,"Taxes keep going up, when will it stop? 💸",2025-10-15 05:12:00
959,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 02:20:00
960,YouTube,Hope the new law improves public services 📜,2025-10-17 14:57:00
961,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 07:30:00
962,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-17 17:33:00
963,X,"Water shortage again, people a suffer.",2025-10-16 22:07:00
964,YouTube,Our team won the championship! 🏆,2025-10-17 05:20:00
965,X,PM's speech today was inspiring! 🙌,2025-10-15 05:12:00
966,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-17 03:50:00
967,Instagram,Cost of living is ridiculous these days 😓,2025-10-15 16:57:00
968,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 02:52:00
969,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 06:00:00
970,X,"Budget proposals are out, what do you think? 💰",2025-10-15 12:08:00
971,Instagram,Di bus never show up again 😩,2025-10-15 19:32:00
972,Instagram,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 17:18:00
973,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-16 10:00:00
974,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-15 22:52:00
975,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-16 18:12:00
976,YouTube,Cost of living is ridiculous these days 😓,2025-10-17 22:12:00
977,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 13:20:00
978,X,"Budget proposals are out, what do you think? 💰",2025-10-16 22:11:00
979,YouTube,Government needs to do more for the people 😠,2025-10-17 18:46:00
980,YouTube,Did you see that crazy goal last night? ⚽,2025-10-16 23:22:00
981,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-17 03:54:00
982,X,Hope the new law improves public services 📜,2025-10-16 15:48:00
983,X,"That movie was epic, totally worth it 🎬",2025-10-15 06:03:00
984,Instagram,"That movie was epic, totally worth it 🎬",2025-10-16 22:47:00
985,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-16 12:49:00
986,Instagram,Di bus never show up again 😩,2025-10-16 17:55:00
987,Instagram,Di bus never show up again 😩,2025-10-16 15:50:00
988,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-16 02:01:00
989,Instagram,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 03:18:00
990,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 09:29:00
991,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 01:42:00
992,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-18 00:06:00
993,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 02:40:00
994,X,The Prime Minister announced new policies today 🇯🇲,2025-10-18 00:02:00
995,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-17 18:51:00
996,YouTube,Our team won the championship! 🏆,2025-10-15 05:11:00
997,YouTube,Can’t believe another shooting happened last night 😡,2025-10-15 11:45:00
998,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-16 13:18:00
999,X,"Taxes keep going up, when will it stop? 💸",2025-10-17 03:32:00
1000,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-17 13:15:00
